Dates,10yrTreasury
02/07/2001,0.05322
03/07/2001,0.05335
04/07/2001,0.05335
05/07/2001,0.05369
06/07/2001,0.05361
09/07/2001,0.05319
10/07/2001,0.05267
11/07/2001,0.05291
12/07/2001,0.05236
13/07/2001,0.05226
16/07/2001,0.05157
17/07/2001,0.05205
18/07/2001,0.05089
19/07/2001,0.051
20/07/2001,0.05125
23/07/2001,0.05104
24/07/2001,0.0511
25/07/2001,0.05171
26/07/2001,0.05131
27/07/2001,0.05096
30/07/2001,0.05066
31/07/2001,0.05044
01/08/2001,0.05064
02/08/2001,0.05146
03/08/2001,0.05165
06/08/2001,0.05155
07/08/2001,0.05168
08/08/2001,0.0505
09/08/2001,0.0503
10/08/2001,0.04985
13/08/2001,0.0497
14/08/2001,0.04972
15/08/2001,0.05002
16/08/2001,0.04941
17/08/2001,0.04841
20/08/2001,0.04908
21/08/2001,0.04862
22/08/2001,0.04902
23/08/2001,0.0488
24/08/2001,0.04924
27/08/2001,0.04928
28/08/2001,0.04838
29/08/2001,0.04766
30/08/2001,0.04812
31/08/2001,0.0484
03/09/2001,0.0484
04/09/2001,0.04956
05/09/2001,0.04965
06/09/2001,0.04869
07/09/2001,0.04788
10/09/2001,0.04838
11/09/2001,0.04762
12/09/2001,0.04842
13/09/2001,0.04635
14/09/2001,0.04561
17/09/2001,0.04617
18/09/2001,0.0472
19/09/2001,0.04697
20/09/2001,0.04746
21/09/2001,0.04691
24/09/2001,0.0472
25/09/2001,0.04708
26/09/2001,0.04635
27/09/2001,0.04556
28/09/2001,0.04582
01/10/2001,0.04542
02/10/2001,0.04507
03/10/2001,0.0447
04/10/2001,0.04504
05/10/2001,0.04504
08/10/2001,0.04504
09/10/2001,0.04595
10/10/2001,0.04601
11/10/2001,0.04664
12/10/2001,0.04671
15/10/2001,0.04604
16/10/2001,0.04565
17/10/2001,0.04565
18/10/2001,0.04573
19/10/2001,0.04616
22/10/2001,0.04641
23/10/2001,0.04647
24/10/2001,0.04596
25/10/2001,0.04541
26/10/2001,0.04521
29/10/2001,0.04482
30/10/2001,0.04416
31/10/2001,0.04244
01/11/2001,0.04235
02/11/2001,0.04354
05/11/2001,0.04296
06/11/2001,0.04256
07/11/2001,0.0419
08/11/2001,0.04284
09/11/2001,0.0431
12/11/2001,0.04311
13/11/2001,0.04376
14/11/2001,0.04528
15/11/2001,0.04783
16/11/2001,0.04848
19/11/2001,0.048
20/11/2001,0.04865
21/11/2001,0.04958
22/11/2001,0.04958
23/11/2001,0.05003
26/11/2001,0.05013
27/11/2001,0.04926
28/11/2001,0.04927
29/11/2001,0.04762
30/11/2001,0.0475
03/12/2001,0.04692
04/12/2001,0.04661
05/12/2001,0.04901
06/12/2001,0.05009
07/12/2001,0.05165
10/12/2001,0.051
11/12/2001,0.05055
12/12/2001,0.0501
13/12/2001,0.05074
14/12/2001,0.05188
17/12/2001,0.05184
18/12/2001,0.05129
19/12/2001,0.05042
20/12/2001,0.05038
21/12/2001,0.05086
24/12/2001,0.0514
25/12/2001,0.0514
26/12/2001,0.05199
27/12/2001,0.05065
28/12/2001,0.05111
31/12/2001,0.05029
01/01/2002,0.05029
02/01/2002,0.0516
03/01/2002,0.05105
04/01/2002,0.05125
07/01/2002,0.05049
08/01/2002,0.0508
09/01/2002,0.05048
10/01/2002,0.04975
11/01/2002,0.04868
14/01/2002,0.04882
15/01/2002,0.04837
16/01/2002,0.04823
17/01/2002,0.04929
18/01/2002,0.04893
21/01/2002,0.04893
22/01/2002,0.04909
23/01/2002,0.05025
24/01/2002,0.05005
25/01/2002,0.05066
28/01/2002,0.05075
29/01/2002,0.0494
30/01/2002,0.05012
31/01/2002,0.05033
01/02/2002,0.04977
04/02/2002,0.04905
05/02/2002,0.04896
06/02/2002,0.04925
07/02/2002,0.04923
08/02/2002,0.04881
11/02/2002,0.04909
12/02/2002,0.04971
13/02/2002,0.04987
14/02/2002,0.04945
15/02/2002,0.04859
18/02/2002,0.04859
19/02/2002,0.04871
20/02/2002,0.04889
21/02/2002,0.04859
22/02/2002,0.04831
25/02/2002,0.04851
26/02/2002,0.04927
27/02/2002,0.04833
28/02/2002,0.04874
01/03/2002,0.04977
04/03/2002,0.04999
05/03/2002,0.05004
06/03/2002,0.05052
07/03/2002,0.05229
08/03/2002,0.05325
11/03/2002,0.05306
12/03/2002,0.05308
13/03/2002,0.05269
14/03/2002,0.05409
15/03/2002,0.05334
18/03/2002,0.053
19/03/2002,0.05288
20/03/2002,0.05397
21/03/2002,0.05366
22/03/2002,0.05395
25/03/2002,0.05407
26/03/2002,0.05343
27/03/2002,0.05341
28/03/2002,0.05402
29/03/2002,0.05402
01/04/2002,0.05426
02/04/2002,0.05342
03/04/2002,0.05278
04/04/2002,0.05256
05/04/2002,0.05206
08/04/2002,0.05258
09/04/2002,0.05202
10/04/2002,0.05235
11/04/2002,0.05206
12/04/2002,0.05157
15/04/2002,0.05138
16/04/2002,0.05181
17/04/2002,0.05229
18/04/2002,0.05198
19/04/2002,0.05196
